ProductSk,ProductName,BrandId,CategoryFk,ModelYear,ListPrice,BrandSk,BrandName,CategorySk,CategoryName
103,Sun Bicycles Streamway 3 - 2017,7,2,2017,551.99,0,,0,
104,Sun Bicycles Streamway - 2017,7,2,2017,481.99,0,,0,
105,Sun Bicycles Streamway 7 - 2017,7,2,2017,533.99,0,,0,
106,Sun Bicycles Cruz 3 - 2017,7,2,2017,449.99,0,,0,
107,Sun Bicycles Cruz 7 - 2017,7,2,2017,416.99,0,,0,
108,Sun Bicycles Cruz 3 - Women's - 2017,7,2,2017,449.99,0,,0,
109,Sun Bicycles Cruz 7 - Women's - 2017,7,2,2017,416.99,0,,0,
110,Sun Bicycles Drifter 7 - 2017,7,2,2017,470.99,0,,0,
111,Sun Bicycles Drifter 7 - Women's - 2017,7,2,2017,470.99,0,,0,
112,Trek 820 - 2018,9,6,2018,379.99,0,,0,
113,Trek Marlin 5 - 2018,9,6,2018,489.99,0,,0,
114,Trek Marlin 6 - 2018,9,6,2018,579.99,0,,0,
115,Trek Fuel EX 8 29 - 2018,9,6,2018,3199.99,0,,0,
116,Trek Marlin 7 - 2017/2018,9,6,2018,749.99,0,,0,
117,Trek Ticket S Frame - 2018,9,6,2018,1469.99,0,,0,
118,Trek X-Caliber 8 - 2018,9,6,2018,999.99,0,,0,
119,Trek Kids' Neko - 2018,9,6,2018,469.99,0,,0,
120,Trek Fuel EX 7 29 - 2018,9,6,2018,2499.99,0,,0,
121,Surly Krampus Frameset - 2018,8,6,2018,2499.99,0,,0,
122,Surly Troll Frameset - 2018,8,6,2018,2499.99,0,,0,
123,Trek Farley Carbon Frameset - 2018,9,6,2018,999.99,0,,0,
124,Surly Krampus - 2018,8,6,2018,1499.00,0,,0,
125,Trek Kids' Dual Sport - 2018,9,6,2018,469.99,0,,0,
126,Surly Big Fat Dummy Frameset - 2018,8,6,2018,469.99,0,,0,
127,Surly Pack Rat Frameset - 2018,8,6,2018,469.99,0,,0,
128,Surly ECR 27.5 - 2018,8,6,2018,1899.00,0,,0,
129,Trek X-Caliber 7 - 2018,9,6,2018,919.99,0,,0,
130,Trek Stache Carbon Frameset - 2018,9,6,2018,919.99,0,,0,
131,Heller Bloodhound Trail - 2018,3,6,2018,2599.00,0,,0,
132,Trek Procal AL Frameset - 2018,9,6,2018,1499.99,0,,0,
133,Trek Procaliber Frameset - 2018,9,6,2018,1499.99,0,,0,
134,Trek Remedy 27.5 C Frameset - 2018,9,6,2018,1499.99,0,,0,
135,Trek X-Caliber Frameset - 2018,9,6,2018,1499.99,0,,0,
136,Trek Procaliber 6 - 2018,9,6,2018,1799.99,0,,0,
137,Heller Shagamaw GX1 - 2018,3,6,2018,2599.00,0,,0,
138,Trek Fuel EX 5 Plus - 2018,9,6,2018,2249.99,0,,0,
139,Trek Remedy 7 27.5 - 2018,9,6,2018,2999.99,0,,0,
140,Trek Remedy 9.8 27.5 - 2018,9,6,2018,4999.99,0,,0,
141,Trek Stache 5 - 2018,9,6,2018,1599.99,0,,0,
142,Trek Fuel EX 8 29 XT - 2018,9,6,2018,3199.99,0,,0,
143,Trek Domane ALR 3 - 2018,9,7,2018,1099.99,0,,0,
144,Trek Domane ALR 4 Disc - 2018,9,7,2018,1549.99,0,,0,
145,Trek Domane ALR 5 Disc - 2018,9,7,2018,1799.99,0,,0,
146,Trek Domane SLR 6 - 2018,9,7,2018,4999.99,0,,0,
147,Trek Domane ALR 5 Gravel - 2018,9,7,2018,1799.99,0,,0,
148,Trek Domane SL 8 Disc - 2018,9,7,2018,5499.99,0,,0,
149,Trek Domane SLR 8 Disc - 2018,9,7,2018,7499.99,0,,0,
150,Trek Emonda SL 7 - 2018,9,7,2018,4499.99,0,,0,
151,Trek Domane ALR 4 Disc Women's - 2018,9,7,2018,1549.99,0,,0,
152,Trek Domane SL 5 Disc Women's - 2018,9,7,2018,2499.99,0,,0,
153,Trek Domane SL 7 Women's - 2018,9,7,2018,4999.99,0,,0,
154,Trek Domane SLR 6 Disc Women's - 2018,9,7,2018,5499.99,0,,0,
155,Trek Domane SLR 9 Disc - 2018,9,7,2018,11999.99,0,,0,
156,Trek Domane SL Frameset - 2018,9,7,2018,6499.99,0,,0,
157,Trek Domane SL Frameset Women's - 2018,9,7,2018,6499.99,0,,0,
158,Trek CrossRip 1 - 2018,9,7,2018,959.99,0,,0,
159,Trek Emonda ALR 6 - 2018,9,7,2018,2299.99,0,,0,
160,Trek Emonda SLR 6 - 2018,9,7,2018,4499.99,0,,0,
161,Surly ECR - 2018,8,7,2018,1899.00,0,,0,
162,Trek Emonda SL 6 Disc - 2018,9,7,2018,2999.99,0,,0,
163,Surly Pack Rat - 2018,8,7,2018,1349.00,0,,0,
164,Surly Straggler 650b - 2018,8,7,2018,1549.00,0,,0,
165,Trek 1120 - 2018,9,7,2018,2499.99,0,,0,
166,Trek Domane AL 2 Women's - 2018,9,7,2018,749.99,0,,0,
167,Surly ECR Frameset - 2018,8,7,2018,749.99,0,,0,
168,Surly Straggler - 2018,8,7,2018,1549.00,0,,0,
169,Trek Emonda SLR 8 - 2018,9,7,2018,6499.99,0,,0,
170,Trek CrossRip 2 - 2018,9,7,2018,1299.99,0,,0,
171,Trek Domane SL 6 - 2018,9,7,2018,3199.99,0,,0,
172,Trek Domane ALR Disc Frameset - 2018,9,7,2018,3199.99,0,,0,
173,Trek Domane ALR Frameset - 2018,9,7,2018,3199.99,0,,0,
174,Trek Domane SLR Disc Frameset - 2018,9,7,2018,3199.99,0,,0,
175,Trek Domane SLR Frameset - 2018,9,7,2018,3199.99,0,,0,
176,Trek Madone 9 Frameset - 2018,9,7,2018,3199.99,0,,0,
177,Trek Domane SLR 6 Disc - 2018,9,7,2018,5499.99,0,,0,
178,Trek Domane AL 2 - 2018,9,7,2018,749.99,0,,0,
179,Trek Domane AL 3 - 2018,9,7,2018,919.99,0,,0,
180,Trek Domane AL 3 Women's - 2018,9,7,2018,919.99,0,,0,
181,Trek Domane SL 5 - 2018,9,7,2018,2199.99,0,,0,
182,Trek Domane SL 5 Disc - 2018,9,7,2018,2499.99,0,,0,
183,Trek Domane SL 5 Women's - 2018,9,7,2018,2199.99,0,,0,
184,Trek Domane SL 6 Disc - 2018,9,7,2018,3499.99,0,,0,
185,Trek Conduit+ - 2018,9,5,2018,2799.99,0,,0,
186,Trek CrossRip+ - 2018,9,5,2018,4499.99,0,,0,
187,Trek Neko+ - 2018,9,5,2018,2799.99,0,,0,
188,Trek XM700+ Lowstep - 2018,9,5,2018,3499.99,0,,0,
189,Trek Lift+ Lowstep - 2018,9,5,2018,2799.99,0,,0,
190,Trek Dual Sport+ - 2018,9,5,2018,2799.99,0,,0,
191,Electra Loft Go! 8i - 2018,1,5,2018,2799.99,0,,0,
192,Electra Townie Go! 8i - 2017/2018,1,5,2018,2599.99,0,,0,
193,Trek Lift+ - 2018,9,5,2018,2799.99,0,,0,
194,Trek XM700+ - 2018,9,5,2018,3499.99,0,,0,
195,Electra Townie Go! 8i Ladies' - 2018,1,5,2018,2599.99,0,,0,
196,Trek Verve+ - 2018,9,5,2018,2299.99,0,,0,
197,Trek Verve+ Lowstep - 2018,9,5,2018,2299.99,0,,0,
198,Electra Townie Commute Go! - 2018,1,5,2018,2999.99,0,,0,
199,Electra Townie Commute Go! Ladies' - 2018,1,5,2018,2999.99,0,,0,
200,Trek Powerfly 5 - 2018,9,5,2018,3499.99,0,,0,
201,Trek Powerfly 5 FS - 2018,9,5,2018,4499.99,0,,0,
202,Trek Powerfly 5 Women's - 2018,9,5,2018,3499.99,0,,0,
203,Trek Powerfly 7 FS - 2018,9,5,2018,4999.99,0,,0,
204,Trek Super Commuter+ 7 - 2018,9,5,2018,3599.99,0,,0,
205,Trek Super Commuter+ 8S - 2018,9,5,2018,4999.99,0,,0,
206,Trek Boone 5 Disc - 2018,9,4,2018,3299.99,0,,0,
207,Trek Boone 7 Disc - 2018,9,4,2018,3999.99,0,,0,
208,Trek Crockett 5 Disc - 2018,9,4,2018,1799.99,0,,0,
209,Trek Crockett 7 Disc - 2018,9,4,2018,2999.99,0,,0,
210,Surly Straggler - 2018,8,4,2018,1549.00,0,,0,
211,Surly Straggler 650b - 2018,8,4,2018,1549.00,0,,0,
212,Electra Townie Original 21D - 2018,1,3,2018,559.99,0,,0,
213,Electra Cruiser 1 - 2016/2017/2018,1,3,2018,269.99,0,,0,
214,Electra Tiger Shark 3i - 2018,1,3,2018,899.99,0,,0,
215,Electra Queen of Hearts 3i - 2018,1,3,2018,749.99,0,,0,
216,Electra Super Moto 8i - 2018,1,3,2018,899.99,0,,0,
217,Electra Straight 8 3i - 2018,1,3,2018,909.99,0,,0,
218,Electra Cruiser 7D - 2016/2017/2018,1,3,2018,319.99,0,,0,
219,Electra Moto 3i - 2018,1,3,2018,639.99,0,,0,
220,Electra Cruiser 1 Ladies' - 2018,1,3,2018,269.99,0,,0,
221,Electra Cruiser 7D Ladies' - 2016/2018,1,3,2018,319.99,0,,0,
222,Electra Cruiser 1 Tall - 2016/2018,1,3,2018,269.99,0,,0,
223,Electra Cruiser Lux 3i - 2018,1,3,2018,529.99,0,,0,
224,Electra Cruiser Lux 7D - 2018,1,3,2018,479.99,0,,0,
225,Electra Delivery 3i - 2016/2017/2018,1,3,2018,959.99,0,,0,
226,Electra Townie Original 21D EQ - 2017/2018,1,3,2018,679.99,0,,0,
227,Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,1,3,2018,319.99,0,,0,
228,Electra Cruiser 7D Tall - 2016/2018,1,3,2018,319.99,0,,0,
229,Electra Cruiser Lux 1 - 2016/2018,1,3,2018,429.99,0,,0,
230,Electra Cruiser Lux 1 Ladies' - 2018,1,3,2018,429.99,0,,0,
231,Electra Cruiser Lux 3i Ladies' - 2018,1,3,2018,529.99,0,,0,
232,Electra Cruiser Lux 7D Ladies' - 2018,1,3,2018,479.99,0,,0,
233,Electra Cruiser Lux Fat Tire 7D - 2018,1,3,2018,639.99,0,,0,
234,Electra Daydreamer 3i Ladies' - 2018,1,3,2018,899.99,0,,0,
235,Electra Koa 3i Ladies' - 2018,1,3,2018,899.99,0,,0,
236,Electra Morningstar 3i Ladies' - 2018,1,3,2018,749.99,0,,0,
237,Electra Relic 3i - 2018,1,3,2018,849.99,0,,0,
238,Electra Townie Balloon 8D EQ - 2016/2017/2018,1,3,2018,749.99,0,,0,
239,Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018,1,3,2018,749.99,0,,0,
240,Electra Townie Commute 27D Ladies - 2018,1,3,2018,899.99,0,,0,
241,Electra Townie Commute 8D - 2018,1,3,2018,749.99,0,,0,
242,Electra Townie Commute 8D Ladies' - 2018,1,3,2018,699.99,0,,0,
243,Electra Townie Original 21D EQ Ladies' - 2018,1,3,2018,679.99,0,,0,
244,Electra Townie Original 21D Ladies' - 2018,1,3,2018,559.99,0,,0,
245,Electra Townie Original 3i EQ - 2017/2018,1,3,2018,659.99,0,,0,
246,Electra Townie Original 3i EQ Ladies' - 2018,1,3,2018,639.99,0,,0,
247,Electra Townie Original 7D EQ - 2018,1,3,2018,599.99,0,,0,
248,Electra Townie Original 7D EQ Ladies' - 2017/2018,1,3,2018,599.99,0,,0,
249,Electra White Water 3i - 2018,1,3,2018,749.99,0,,0,
250,Electra Townie Go! 8i - 2017/2018,1,3,2018,2599.99,0,,0,
251,Electra Townie Commute Go! - 2018,1,3,2018,2999.99,0,,0,
252,Electra Townie Commute Go! Ladies' - 2018,1,3,2018,2999.99,0,,0,
253,Electra Townie Go! 8i Ladies' - 2018,1,3,2018,2599.99,0,,0,
254,Electra Townie Balloon 3i EQ - 2017/2018,1,3,2018,749.99,0,,0,
255,Electra Townie Balloon 7i EQ Ladies' - 2017/2018,1,3,2018,899.99,0,,0,
256,Electra Townie Commute 27D - 2018,1,3,2018,899.99,0,,0,
257,Electra Amsterdam Fashion 3i Ladies' - 2017/2018,1,3,2018,899.99,0,,0,
258,Electra Amsterdam Royal 8i - 2017/2018,1,3,2018,1259.90,0,,0,
259,Electra Amsterdam Royal 8i Ladies - 2018,1,3,2018,1199.99,0,,0,
260,Electra Townie Balloon 3i EQ Ladies' - 2018,1,3,2018,799.99,0,,0,
261,Electra Townie Balloon 7i EQ - 2018,1,3,2018,899.99,0,,0,
262,Trek MT 201 - 2018,9,1,2018,249.99,0,,0,
263,Strider Classic 12 Balance Bike - 2018,6,1,2018,89.99,0,,0,
264,Strider Sport 16 - 2018,6,1,2018,249.99,0,,0,
265,Strider Strider 20 Sport - 2018,6,1,2018,289.99,0,,0,
266,Trek Superfly 20 - 2018,9,1,2018,399.99,0,,0,
267,Trek Precaliber 12 Girl's - 2018,9,1,2018,199.99,0,,0,
268,Trek Kickster - 2018,9,1,2018,159.99,0,,0,
269,Trek Precaliber 12 Boy's - 2018,9,1,2018,199.99,0,,0,
270,Trek Precaliber 16 Boy's - 2018,9,1,2018,209.99,0,,0,
271,Trek Precaliber 16 Girl's - 2018,9,1,2018,209.99,0,,0,
272,Trek Precaliber 20 6-speed Boy's - 2018,9,1,2018,289.99,0,,0,
273,Trek Precaliber 20 6-speed Girl's - 2018,9,1,2018,289.99,0,,0,
274,Trek Precaliber 20 Boy's - 2018,9,1,2018,229.99,0,,0,
275,Trek Precaliber 20 Girl's - 2018,9,1,2018,229.99,0,,0,
276,Trek Precaliber 24 (7-Speed) - Boys - 2018,9,1,2018,319.99,0,,0,
277,Trek Precaliber 24 21-speed Boy's - 2018,9,1,2018,369.99,0,,0,
278,Trek Precaliber 24 21-speed Girl's - 2018,9,1,2018,369.99,0,,0,
279,Trek Precaliber 24 7-speed Girl's - 2018,9,1,2018,319.99,0,,0,
280,Trek Superfly 24 - 2017/2018,9,1,2018,489.99,0,,0,
281,Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,1,1,2018,319.99,0,,0,
282,Electra Cyclosaurus 1 (16-inch) - Boy's - 2018,1,1,2018,279.99,0,,0,
283,Electra Heartchya 1 (20-inch) - Girl's - 2018,1,1,2018,319.99,0,,0,
284,Electra Savannah 1 (20-inch) - Girl's - 2018,1,1,2018,319.99,0,,0,
285,Electra Soft Serve 1 (16-inch) - Girl's - 2018,1,1,2018,279.99,0,,0,
286,"Electra Starship 1 16"" - 2018",1,1,2018,279.99,0,,0,
287,Electra Straight 8 1 (16-inch) - Boy's - 2018,1,1,2018,279.99,0,,0,
288,Electra Straight 8 1 (20-inch) - Boy's - 2018,1,1,2018,389.99,0,,0,
289,"Electra Superbolt 1 20"" - 2018",1,1,2018,319.99,0,,0,
290,"Electra Superbolt 3i 20"" - 2018",1,1,2018,369.99,0,,0,
291,Electra Sweet Ride 1 (20-inch) - Girl's - 2018,1,1,2018,319.99,0,,0,
292,Electra Sweet Ride 3i (20-inch) - Girls' - 2018,1,1,2018,369.99,0,,0,
293,Electra Tiger Shark 1 (20-inch) - Boys' - 2018,1,1,2018,319.99,0,,0,
294,Electra Tiger Shark 3i (20-inch) - Boys' - 2018,1,1,2018,369.99,0,,0,
295,"Electra Treasure 1 20"" - 2018",1,1,2018,319.99,0,,0,
296,"Electra Treasure 3i 20"" - 2018",1,1,2018,369.99,0,,0,
297,"Electra Under-The-Sea 1 16"" - 2018",1,1,2018,279.99,0,,0,
298,Electra Water Lily 1 (16-inch) - Girl's - 2018,1,1,2018,279.99,0,,0,
299,Electra Townie Original 21D - 2018,1,2,2018,559.99,0,,0,
300,Electra Townie Balloon 3i EQ Ladies' - 2018,1,2,2018,799.99,0,,0,
301,Electra Townie Balloon 7i EQ - 2018,1,2,2018,899.99,0,,0,
302,Electra Townie Original 1 - 2018,1,2,2018,449.99,0,,0,
303,Electra Townie Go! 8i - 2017/2018,1,2,2018,2599.99,0,,0,
304,Electra Townie Original 21D EQ - 2017/2018,1,2,2018,679.99,0,,0,
305,Electra Townie Balloon 3i EQ - 2017/2018,1,2,2018,749.99,0,,0,
306,Electra Townie Balloon 7i EQ Ladies' - 2017/2018,1,2,2018,899.99,0,,0,
307,Electra Townie Balloon 8D EQ - 2016/2017/2018,1,2,2018,749.99,0,,0,
308,Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018,1,2,2018,749.99,0,,0,
309,Electra Townie Commute 27D - 2018,1,2,2018,899.99,0,,0,
310,Electra Townie Commute 27D Ladies - 2018,1,2,2018,899.99,0,,0,
311,Electra Townie Commute 8D - 2018,1,2,2018,749.99,0,,0,
312,Electra Townie Commute 8D Ladies' - 2018,1,2,2018,699.99,0,,0,
313,Electra Townie Original 1 Ladies' - 2018,1,2,2018,449.99,0,,0,
314,Electra Townie Original 21D EQ Ladies' - 2018,1,2,2018,679.99,0,,0,
315,Electra Townie Original 21D Ladies' - 2018,1,2,2018,559.99,0,,0,
316,Trek Checkpoint ALR 4 Women's - 2019,9,7,2019,1699.99,0,,0,
317,Trek Checkpoint ALR 5 - 2019,9,7,2019,1999.99,0,,0,
318,Trek Checkpoint ALR 5 Women's - 2019,9,7,2019,1999.99,0,,0,
319,Trek Checkpoint SL 5 Women's - 2019,9,7,2019,2799.99,0,,0,
320,Trek Checkpoint SL 6 - 2019,9,7,2019,3799.99,0,,0,
321,Trek Checkpoint ALR Frameset - 2019,9,7,2019,3199.99,0,,0,
